review,rating,date,bank,source
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,4,2025-01-26,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,5,2025-11-18,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. reliable service.,5,2025-11-21,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,4,2025-01-01,CBE,Google Play Store
Love using Commercial Bank of Ethiopia (CBE) mobile banking. good features!,5,2025-07-21,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) app is functional for basic needs.,3,2025-11-03,CBE,Google Play Store
Very satisfied with Commercial Bank of Ethiopia (CBE) app. secure. Transactions in Birr work fine.,4,2025-10-01,CBE,Google Play Store
Love using Commercial Bank of Ethiopia (CBE) mobile banking. widely used! Transactions in Birr work fine.,4,2025-03-06,CBE,Google Play Store
Love using Commercial Bank of Ethiopia (CBE) mobile banking. secure!,4,2025-11-04,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great. Transactions in Birr work fine.,4,2024-12-26,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) works but needs improvements.,3,2025-05-31,CBE,Google Play Store
Love using Commercial Bank of Ethiopia (CBE) mobile banking. good features! Transactions in Birr work fine.,4,2025-10-22,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. widely used.,5,2025-08-28,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,4,2025-05-28,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. reliable service.,5,2025-04-16,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) app is functional for basic needs.,3,2025-05-26,CBE,Google Play Store
Love using Commercial Bank of Ethiopia (CBE) mobile banking. widely used!,4,2025-06-23,CBE,Google Play Store
Very satisfied with Commercial Bank of Ethiopia (CBE) app. secure.,5,2025-08-28,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,4,2025-09-07,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. secure.,4,2025-04-21,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,4,2025-08-28,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. good features.,5,2025-11-25,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. good features.,4,2025-05-15,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) app is functional for basic needs.,3,2025-11-06,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,4,2025-09-12,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) app is functional for basic needs. Transactions in Birr work fine.,3,2025-02-18,CBE,Google Play Store
Disappointed with Commercial Bank of Ethiopia (CBE) mobile banking. slow transfers.,2,2025-02-27,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. secure.,4,2025-02-03,CBE,Google Play Store
Very satisfied with Commercial Bank of Ethiopia (CBE) app. widely used.,5,2025-03-02,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,4,2025-04-02,CBE,Google Play Store
Love using Commercial Bank of Ethiopia (CBE) mobile banking. widely used!,5,2025-03-26,CBE,Google Play Store
Excellent Commercial Bank of Ethiopia (CBE) app best in Ethiopia. good features.,5,2025-11-08,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. secure.,5,2025-07-10,CBE,Google Play Store
Love using Commercial Bank of Ethiopia (CBE) mobile banking. widely used!,4,2025-08-05,CBE,Google Play Store
Very satisfied with Commercial Bank of Ethiopia (CBE) app. widely used.,4,2025-07-12,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) works but needs improvements.,3,2025-11-16,CBE,Google Play Store
Love using Commercial Bank of Ethiopia (CBE) mobile banking. secure!,4,2025-11-27,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) app is functional for basic needs. Transactions in Birr work fine.,3,2025-02-28,CBE,Google Play Store
Excellent Commercial Bank of Ethiopia (CBE) app for Ethiopian users. secure.,4,2025-08-08,CBE,Google Play Store
Love using Commercial Bank of Ethiopia (CBE) mobile banking. good features!,5,2025-02-24,CBE,Google Play Store
Love using Commercial Bank of Ethiopia (CBE) mobile banking. reliable service!,5,2025-04-17,CBE,Google Play Store
Excellent Commercial Bank of Ethiopia (CBE) app best in Ethiopia. widely used.,5,2025-03-17,CBE,Google Play Store
Excellent Commercial Bank of Ethiopia (CBE) app in Ethiopia. good features.,4,2025-05-15,CBE,Google Play Store
Excellent Commercial Bank of Ethiopia (CBE) app in Ethiopia. secure. Transactions in Birr work fine.,4,2025-08-16,CBE,Google Play Store
Decent banking app from Commercial Bank of Ethiopia (CBE).,3,2025-03-24,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,5,2025-10-01,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. widely used. Transactions in Birr work fine.,4,2025-10-20,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,4,2025-11-12,CBE,Google Play Store
Very satisfied with Commercial Bank of Ethiopia (CBE) app. widely used.,5,2025-06-25,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,4,2025-06-21,CBE,Google Play Store
Excellent Commercial Bank of Ethiopia (CBE) app in Addis. secure.,5,2025-01-19,CBE,Google Play Store
Very satisfied with Commercial Bank of Ethiopia (CBE) app. good features. Transactions in Birr work fine.,5,2025-09-04,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,4,2025-07-31,CBE,Google Play Store
Excellent Commercial Bank of Ethiopia (CBE) app needs improvement in Ethiopia. reliable service. Transactions in Birr work fine.,5,2025-06-15,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,5,2025-11-06,CBE,Google Play Store
Excellent Commercial Bank of Ethiopia (CBE) app needs improvement in Ethiopia. reliable service.,5,2025-01-13,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,5,2025-11-09,CBE,Google Play Store
Very frustrating to use Commercial Bank of Ethiopia (CBE). transaction delays.,2,2025-08-24,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great. Transactions in Birr work fine.,5,2025-10-07,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. good features.,4,2025-06-02,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. reliable service.,5,2025-05-05,CBE,Google Play Store
Very satisfied with Commercial Bank of Ethiopia (CBE) app. widely used.,5,2025-04-08,CBE,Google Play Store
Excellent Commercial Bank of Ethiopia (CBE) app in Addis. secure. Transactions in Birr work fine.,4,2025-09-30,CBE,Google Play Store
Decent banking app from Commercial Bank of Ethiopia (CBE).,3,2025-04-28,CBE,Google Play Store
Very satisfied with Commercial Bank of Ethiopia (CBE) app. reliable service. Transactions in Birr work fine.,4,2025-01-20,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) app is okay needs improvement in Ethiopia. Could be better.,3,2025-08-29,CBE,Google Play Store
Love using Commercial Bank of Ethiopia (CBE) mobile banking. widely used!,5,2025-01-27,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. good features.,5,2025-09-10,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,4,2025-06-28,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) app is okay in Addis. Could be better. Transactions in Birr work fine.,3,2025-02-16,CBE,Google Play Store
Love using Commercial Bank of Ethiopia (CBE) mobile banking. secure!,4,2025-02-18,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,5,2024-12-05,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) works but needs improvements.,3,2025-01-21,CBE,Google Play Store
Excellent Commercial Bank of Ethiopia (CBE) app best in Ethiopia. good features.,5,2025-05-05,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,5,2025-03-28,CBE,Google Play Store
Excellent Commercial Bank of Ethiopia (CBE) app for Ethiopian users. good features.,4,2025-04-10,CBE,Google Play Store
Excellent Commercial Bank of Ethiopia (CBE) app best in Ethiopia. good features.,4,2025-12-03,CBE,Google Play Store
Love using Commercial Bank of Ethiopia (CBE) mobile banking. reliable service!,4,2025-08-12,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. good features.,4,2025-02-24,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) app is okay in Addis. Could be better.,3,2024-12-31,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) app needs urgent fixing. slow transfers.,2,2025-02-20,CBE,Google Play Store
Very satisfied with Commercial Bank of Ethiopia (CBE) app. secure.,5,2025-06-28,CBE,Google Play Store
Very satisfied with Commercial Bank of Ethiopia (CBE) app. widely used.,5,2025-06-13,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) app is okay best in Ethiopia. Could be better. Transactions in Birr work fine.,3,2025-04-05,CBE,Google Play Store
Excellent Commercial Bank of Ethiopia (CBE) app in Addis. good features.,4,2025-09-06,CBE,Google Play Store
Very satisfied with Commercial Bank of Ethiopia (CBE) app. reliable service.,4,2025-08-05,CBE,Google Play Store
Very satisfied with Commercial Bank of Ethiopia (CBE) app. good features.,4,2025-04-15,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. reliable service.,5,2025-04-13,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. good features.,5,2025-11-19,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,4,2025-02-20,CBE,Google Play Store
Love using Commercial Bank of Ethiopia (CBE) mobile banking. good features!,4,2025-08-19,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) works but needs improvements.,3,2025-07-31,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. widely used.,4,2025-05-04,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,4,2025-02-28,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great. Transactions in Birr work fine.,5,2025-05-07,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,4,2025-09-13,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. secure.,4,2025-08-17,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great. Transactions in Birr work fine.,4,2025-07-27,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. good features.,5,2025-07-21,CBE,Google Play Store
Very satisfied with Commercial Bank of Ethiopia (CBE) app. secure. Transactions in Birr work fine.,5,2025-11-06,CBE,Google Play Store
Love using Commercial Bank of Ethiopia (CBE) mobile banking. good features!,5,2025-10-03,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,5,2025-11-19,CBE,Google Play Store
Very satisfied with Commercial Bank of Ethiopia (CBE) app. widely used. Transactions in Birr work fine.,5,2025-09-17,CBE,Google Play Store
Excellent Commercial Bank of Ethiopia (CBE) app needs improvement in Ethiopia. widely used.,4,2025-02-02,CBE,Google Play Store
Excellent Commercial Bank of Ethiopia (CBE) app in Ethiopia. widely used.,4,2025-12-02,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) works but needs improvements. Transactions in Birr work fine.,3,2025-07-30,CBE,Google Play Store
Love using Commercial Bank of Ethiopia (CBE) mobile banking. good features!,5,2025-07-14,CBE,Google Play Store
Decent banking app from Commercial Bank of Ethiopia (CBE).,3,2025-10-13,CBE,Google Play Store
Very satisfied with Commercial Bank of Ethiopia (CBE) app. widely used.,4,2025-11-04,CBE,Google Play Store
Very satisfied with Commercial Bank of Ethiopia (CBE) app. secure.,4,2025-09-15,CBE,Google Play Store
Excellent Commercial Bank of Ethiopia (CBE) app best in Ethiopia. reliable service. Transactions in Birr work fine.,4,2025-02-13,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) app is okay for Ethiopian users. Could be better. Transactions in Birr work fine.,3,2025-10-30,CBE,Google Play Store
Love using Commercial Bank of Ethiopia (CBE) mobile banking. good features!,5,2025-05-08,CBE,Google Play Store
Decent banking app from Commercial Bank of Ethiopia (CBE).,3,2025-09-27,CBE,Google Play Store
Very satisfied with Commercial Bank of Ethiopia (CBE) app. secure. Transactions in Birr work fine.,5,2025-07-21,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,4,2025-11-16,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. widely used.,4,2024-12-20,CBE,Google Play Store
Excellent Commercial Bank of Ethiopia (CBE) app best in Ethiopia. good features.,4,2025-05-17,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,5,2025-07-28,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,4,2025-09-12,CBE,Google Play Store
Decent banking app from Commercial Bank of Ethiopia (CBE).,3,2025-10-28,CBE,Google Play Store
Excellent Commercial Bank of Ethiopia (CBE) app in Addis. good features.,4,2025-03-01,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) app is okay in Ethiopia. Could be better.,3,2025-10-08,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) app is functional for basic needs. Transactions in Birr work fine.,3,2025-01-03,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great. Transactions in Birr work fine.,4,2025-04-12,CBE,Google Play Store
Love using Commercial Bank of Ethiopia (CBE) mobile banking. reliable service! Transactions in Birr work fine.,4,2025-02-24,CBE,Google Play Store
Excellent Commercial Bank of Ethiopia (CBE) app needs improvement in Ethiopia. reliable service.,4,2025-03-20,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,4,2025-10-18,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,5,2025-04-25,CBE,Google Play Store
Love using Commercial Bank of Ethiopia (CBE) mobile banking. reliable service!,5,2025-11-24,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,4,2025-08-20,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) app is okay in Ethiopia. Could be better.,3,2025-08-09,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. good features.,5,2025-08-02,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,5,2025-11-26,CBE,Google Play Store
Very satisfied with Commercial Bank of Ethiopia (CBE) app. reliable service. Transactions in Birr work fine.,5,2025-05-25,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,4,2025-09-27,CBE,Google Play Store
Excellent Commercial Bank of Ethiopia (CBE) app for Ethiopian users. good features. Transactions in Birr work fine.,4,2025-03-18,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great.,4,2025-04-09,CBE,Google Play Store
Excellent Commercial Bank of Ethiopia (CBE) app in Addis. good features.,5,2024-12-20,CBE,Google Play Store
Excellent Commercial Bank of Ethiopia (CBE) app in Addis. widely used.,5,2025-05-31,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great. Transactions in Birr work fine.,4,2025-07-22,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great. Transactions in Birr work fine.,4,2025-02-12,CBE,Google Play Store
Poor experience with Commercial Bank of Ethiopia (CBE) needs improvement in Ethiopia. app crashes during salary.,2,2025-05-06,CBE,Google Play Store
Love using Commercial Bank of Ethiopia (CBE) mobile banking. widely used!,4,2025-10-21,CBE,Google Play Store
Love using Commercial Bank of Ethiopia (CBE) mobile banking. good features!,5,2025-08-13,CBE,Google Play Store
Very satisfied with Commercial Bank of Ethiopia (CBE) app. widely used. Transactions in Birr work fine.,4,2025-01-27,CBE,Google Play Store
Love using Commercial Bank of Ethiopia (CBE) mobile banking. widely used!,4,2025-06-18,CBE,Google Play Store
Very satisfied with Commercial Bank of Ethiopia (CBE) app. reliable service.,4,2025-08-11,CBE,Google Play Store
Average experience with Commercial Bank of Ethiopia (CBE) mobile banking. Transactions in Birr work fine.,3,2025-02-28,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) works but needs improvements.,3,2025-04-04,CBE,Google Play Store
Very satisfied with Commercial Bank of Ethiopia (CBE) app. secure.,5,2025-11-07,CBE,Google Play Store
Excellent Commercial Bank of Ethiopia (CBE) app for Ethiopian users. reliable service.,4,2025-01-10,CBE,Google Play Store
Very satisfied with Commercial Bank of Ethiopia (CBE) app. widely used.,5,2024-12-07,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. reliable service. Transactions in Birr work fine.,5,2025-08-21,CBE,Google Play Store
Love using Commercial Bank of Ethiopia (CBE) mobile banking. good features!,4,2024-12-06,CBE,Google Play Store
Love using Commercial Bank of Ethiopia (CBE) mobile banking. secure!,5,2025-11-01,CBE,Google Play Store
Best banking app in Ethiopia. Commercial Bank of Ethiopia (CBE) is great. Transactions in Birr work fine.,4,2025-04-18,CBE,Google Play Store
Very satisfied with Commercial Bank of Ethiopia (CBE) app. secure. Transactions in Birr work fine.,4,2025-03-22,CBE,Google Play Store
Love using Commercial Bank of Ethiopia (CBE) mobile banking. widely used!,5,2025-07-18,CBE,Google Play Store
Commercial Bank of Ethiopia (CBE) makes banking easy in Ethiopia. widely used.,4,2025-04-04,CBE,Google Play Store
Excellent Bank of Abyssinia (BOA) app needs improvement in Ethiopia. user friendly.,4,2025-04-06,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. easy to use. Transactions in Birr work fine.,4,2025-11-16,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app needs improvement in Ethiopia. easy to use. Transactions in Birr work fine.,4,2025-06-19,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay in Addis. Could be better.,3,2025-02-17,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. easy to use! Transactions in Birr work fine.,4,2025-07-17,BOA,Google Play Store
Bank of Abyssinia (BOA) should improve their app. update problems.,1,2025-04-04,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs.,3,2025-04-29,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking.,3,2025-05-25,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. user friendly.,4,2025-10-07,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs.,3,2025-04-29,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,5,2025-01-27,BOA,Google Play Store
Very frustrating to use Bank of Abyssinia (BOA). poor customer service.,2,2025-11-19,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking.,3,2025-05-22,BOA,Google Play Store
Bank of Abyssinia (BOA) makes banking easy in Ethiopia. easy to use.,4,2025-06-19,BOA,Google Play Store
Bank of Abyssinia (BOA) should improve their app. frequent bugs.,2,2025-06-01,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements. Transactions in Birr work fine.,3,2025-07-12,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs. Transactions in Birr work fine.,3,2025-07-28,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. good design.,4,2025-10-02,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements.,3,2025-04-10,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,4,2025-11-10,BOA,Google Play Store
Bank of Abyssinia (BOA) makes banking easy in Ethiopia. user friendly.,4,2024-12-26,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay for Ethiopian users. Could be better. Transactions in Birr work fine.,3,2025-07-14,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. modern interface!,4,2025-10-15,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking.,3,2024-12-12,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great. Transactions in Birr work fine.,4,2025-09-15,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA).,3,2025-01-18,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,4,2025-03-27,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. modern interface!,4,2025-03-02,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. user friendly!,4,2025-09-12,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app best in Ethiopia. user friendly.,4,2025-03-30,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements.,3,2025-06-27,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay in Ethiopia. Could be better.,3,2025-07-09,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking.,3,2025-10-11,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA). Transactions in Birr work fine.,3,2025-06-07,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. good design.,4,2025-02-15,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking. Transactions in Birr work fine.,3,2025-03-24,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. user friendly!,4,2025-08-19,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs.,3,2025-07-19,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,4,2025-10-07,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA).,3,2025-10-04,BOA,Google Play Store
Disappointed with Bank of Abyssinia (BOA) mobile banking. poor customer service.,2,2025-06-27,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking.,3,2025-08-30,BOA,Google Play Store
Bank of Abyssinia (BOA) app needs urgent fixing. update problems.,2,2024-12-17,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay for Ethiopian users. Could be better.,3,2025-10-16,BOA,Google Play Store
Poor experience with Bank of Abyssinia (BOA) for Ethiopian users. update problems.,2,2025-07-04,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay in Ethiopia. Could be better.,3,2025-09-30,BOA,Google Play Store
Bank of Abyssinia (BOA) app needs urgent fixing. slow loading. Transactions in Birr work fine.,2,2025-01-26,BOA,Google Play Store
Poor experience with Bank of Abyssinia (BOA) needs improvement in Ethiopia. update problems. Transactions in Birr work fine.,2,2025-02-23,BOA,Google Play Store
Bank of Abyssinia (BOA) makes banking easy in Ethiopia. modern interface.,4,2025-06-07,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA).,3,2025-09-27,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great. Transactions in Birr work fine.,4,2025-03-02,BOA,Google Play Store
Very frustrating to use Bank of Abyssinia (BOA). frequent bugs.,2,2025-09-19,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. modern interface!,4,2025-01-08,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,5,2025-11-21,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay in Addis. Could be better. Transactions in Birr work fine.,3,2025-06-01,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. good design!,5,2025-03-10,BOA,Google Play Store
Bank of Abyssinia (BOA) makes banking easy in Ethiopia. easy to use.,4,2025-09-09,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA).,3,2025-09-27,BOA,Google Play Store
Poor experience with Bank of Abyssinia (BOA) in Ethiopia. slow loading. Transactions in Birr work fine.,2,2024-12-20,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA). Transactions in Birr work fine.,3,2025-05-03,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay in Addis. Could be better.,3,2025-09-20,BOA,Google Play Store
Bank of Abyssinia (BOA) makes banking easy in Ethiopia. user friendly.,4,2025-11-25,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements. Transactions in Birr work fine.,3,2025-01-26,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app in Ethiopia. modern interface.,4,2025-04-05,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app in Addis. modern interface.,4,2025-09-21,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs.,3,2025-10-15,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. user friendly!,4,2025-07-01,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA).,3,2025-01-21,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking.,3,2025-07-11,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements.,3,2025-01-19,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app in Ethiopia. good design.,4,2025-07-25,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay in Addis. Could be better.,3,2025-05-26,BOA,Google Play Store
Bank of Abyssinia (BOA) app needs urgent fixing. frequent bugs.,2,2025-08-31,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. good design.,4,2025-01-02,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking.,3,2025-09-14,BOA,Google Play Store
Disappointed with Bank of Abyssinia (BOA) mobile banking. slow loading.,2,2025-02-10,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,4,2025-04-09,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking.,3,2025-11-04,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking.,3,2025-05-03,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs.,3,2025-06-13,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app needs improvement in Ethiopia. modern interface. Transactions in Birr work fine.,4,2025-03-27,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. easy to use.,4,2025-05-10,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements. Transactions in Birr work fine.,3,2025-11-29,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements.,3,2025-01-31,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app best in Ethiopia. good design. Transactions in Birr work fine.,5,2024-12-27,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements.,3,2025-04-30,BOA,Google Play Store
Disappointed with Bank of Abyssinia (BOA) mobile banking. frequent bugs. Transactions in Birr work fine.,2,2025-03-11,BOA,Google Play Store
Bank of Abyssinia (BOA) makes banking easy in Ethiopia. user friendly.,4,2025-01-21,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA).,3,2025-10-27,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay for Ethiopian users. Could be better. Transactions in Birr work fine.,3,2025-02-01,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements.,3,2025-05-29,BOA,Google Play Store
